No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,>2000 (2 bil)
4128,RELY,Remitly Global Inc,Technology,Software - Infrastructure,USA,3357.55,,16.47,0.0086,7622157,Yes
4136,REVG,REV Group Inc,Industrials,Farm & Heavy Construction Machinery,USA,2428.15,26.68,49.76,0.0026,353713,Yes
4139,REXR,Rexford Industrial Realty Inc,Real Estate,REIT - Industrial,USA,8695.33,27.33,36.74,-0.0054,2078227,Yes
4140,REYN,Reynolds Consumer Products Inc,Consumer Cyclical,Packaging & Containers,USA,4730.21,15.22,22.49,0.0144,1108851,Yes
4142,REZI,Resideo Technologies Inc,Industrials,Industrial Distribution,USA,4238.29,,28.54,0.0881,2183225,Yes
4143,RF,Regions Financial Corp,Financial,Banks - Regional,USA,22410.33,11.62,24.93,-0.0099,9542074,Yes
4148,RGA,"Reinsurance Group Of America, Inc",Financial,Insurance - Reinsurance,USA,12140.77,15.98,183.69,0.0032,693358,Yes
4149,RGC,Regencell Bioscience Holdings Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,Hong Kong,6230.56,,12.6,-0.0639,393609,Yes
4151,RGEN,Repligen Corp,Healthcare,Medical Instruments & Supplies,USA,6298.13,,112.1,-0.0326,1154799,Yes
4152,RGLD,"Royal Gold, Inc",Basic Materials,Gold,USA,10620.53,26.64,161.33,0.0072,1130283,Yes
4156,RGTI,Rigetti Computing Inc,Technology,Computer Hardware,USA,5160.81,,15.99,-0.0291,24349409,Yes
4158,RH,RH,Consumer Cyclical,Specialty Retail,USA,3990.39,50.64,213.02,-0.0228,591144,Yes
4159,RHI,Robert Half Inc,Industrials,Staffing & Employment Services,USA,3541,19.8,34.66,-0.0159,1815824,Yes
4160,RHP,Ryman Hospitality Properties Inc,Real Estate,REIT - Hotel & Motel,USA,5910.14,22.95,94.41,0.0071,1174484,Yes
4163,RIG,Transocean Ltd,Energy,Oil & Gas Drilling,Switzerland,2676.28,,3.03,0.0412,38921721,Yes
4169,RIO,Rio Tinto plc ADR,Basic Materials,Other Industrial Metals & Mining,United Kingdom,75340.84,9.53,60.09,0.0065,2142722,Yes
4170,RIOT,Riot Platforms Inc,Financial,Capital Markets,USA,4309.81,,11.66,0.0476,37511327,Yes
4172,RITM,Rithm Capital Corporation,Real Estate,REIT - Mortgage,USA,6432.44,9.38,12.13,-0.0106,3390465,Yes
4173,RIVN,Rivian Automotive Inc,Consumer Cyclical,Auto Manufacturers,USA,13344.38,,11.64,-0.042,67072690,Yes
4174,RJF,"Raymond James Financial, Inc",Financial,Asset Management,USA,33644.59,16.36,166.76,0.0008,561079,Yes
4175,RKLB,Rocket Lab Corp,Industrials,Aerospace & Defense,USA,21138.84,,44.1,-0.0145,8051641,Yes
4176,RKT,Rocket Companies Inc,Financial,Mortgage Finance,USA,38133.69,,18.12,0.005,24927782,Yes
4177,RL,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,USA,18356.86,26.09,302.96,0.0124,933123,Yes
4180,RLI,RLI Corp,Financial,Insurance - Property & Casualty,USA,6246.24,19.46,68.02,0.0125,464258,Yes
4183,RLX,RLX Technology Inc ADR,Consumer Defensive,Tobacco,China,2037.8,32.65,2.24,0.0045,2436355,Yes
4188,RMBS,Rambus Inc,Technology,Semiconductors,USA,7699.42,33.86,71.56,-0.0302,1116257,Yes
4189,RMD,Resmed Inc,Healthcare,Medical Instruments & Supplies,USA,41123.12,29.5,280.46,-0.0159,985900,Yes
4193,RNA,Avidity Biosciences Inc,Healthcare,Biotechnology,USA,5817.18,,48.26,0.2614,17954345,Yes
4195,RNG,RingCentral Inc,Technology,Software - Application,USA,2697.2,,29.99,0.2697,6545484,Yes
4197,RNR,RenaissanceRe Holdings Ltd,Financial,Insurance - Reinsurance,Bermuda,11378.73,6.17,241.76,0.0061,306482,Yes
4198,RNST,Renasant Corp,Financial,Banks - Regional,USA,3449.83,14.34,36.31,-0.0019,529812,Yes
4199,RNW,ReNew Energy Global plc,Utilities,Utilities - Renewable,India,2699,50.75,7.44,-0.0013,533398,Yes
4200,ROAD,Construction Partners Inc,Industrials,Engineering & Construction,USA,5234.97,80.29,93.43,-0.0369,620305,Yes
4208,ROIV,Roivant Sciences Ltd,Healthcare,Biotechnology,United Kingdom,7919.74,,11.65,0.0017,4080144,Yes
4209,ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,USA,37046.53,38.52,328.67,-0.0501,3061763,Yes
4211,ROKU,Roku Inc,Communication Services,Entertainment,USA,12512.79,,84.93,0.0154,3852518,Yes
4212,ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,28269.06,57.75,58.33,0.0036,1470495,Yes
4215,ROP,Roper Technologies Inc,Technology,Software - Application,USA,58309.47,38.08,541.84,0.0073,493872,Yes
4216,ROST,"Ross Stores, Inc",Consumer Cyclical,Apparel Retail,USA,47932.19,23.18,146.55,0.0336,2955236,Yes
4222,RPM,"RPM International, Inc",Basic Materials,Specialty Chemicals,USA,15373.06,22.38,119.75,-0.002,931677,Yes
4223,RPRX,Royalty Pharma plc,Healthcare,Biotechnology,USA,20872.21,16.16,37.12,-0.0208,4172997,Yes
4227,RRC,Range Resources Corp,Energy,Oil & Gas E&P,USA,8348.59,17.64,35.05,-0.0054,1579262,Yes
4229,RRR,Red Rock Resorts Inc,Consumer Cyclical,Resorts & Casinos,USA,6088.89,21.84,57.4,-0.0175,735326,Yes
4230,RRX,Regal Rexnord Corp,Industrials,Specialty Industrial Machinery,USA,9661.12,38.73,145.64,0.0022,2599650,Yes
4231,RS,Reliance Inc,Basic Materials,Steel,USA,15040.7,20.88,285.98,-0.0063,289488,Yes
4232,RSG,"Republic Services, Inc",Industrials,Waste Management,USA,73533.07,34.81,235.52,0.0148,1573299,Yes
4233,RSI,Rush Street Interactive Inc,Consumer Cyclical,Gambling,USA,4475.29,97.12,19.58,0.0219,1224156,Yes
4250,RTO,Rentokil Initial Plc. ADR,Industrials,Specialty Business Services,United Kingdom,12125.64,36.62,24.11,0.0199,919790,Yes
4251,RTX,RTX Corp,Industrials,Aerospace & Defense,USA,208477.89,34.22,155.75,-0.0037,4112067,Yes
4252,RUM,Rumble Inc,Communication Services,Internet Content & Information,USA,3566.61,,8.21,-0.0191,2052162,Yes
4253,RUN,Sunrun Inc,Technology,Solar,USA,2072.37,,9.07,-0.0372,13059011,Yes
4255,RUSHA,Rush Enterprises Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,4306.23,15.9,55.73,-0.0131,300079,Yes
4257,RVMD,Revolution Medicines Inc,Healthcare,Biotechnology,USA,6830.43,,36.67,-0.0448,1767686,Yes
4261,RVTY,Revvity Inc,Healthcare,Diagnostics & Research,USA,10125,36.45,85.9,-0.0313,1216338,Yes
4274,RXO,RXO Inc,Industrials,Trucking,USA,2530.86,,15.44,-0.0026,1848224,Yes
4275,RXRX,Recursion Pharmaceuticals Inc,Healthcare,Biotechnology,USA,2368.01,,5.48,-0.009,18092270,Yes
4278,RY,Royal Bank Of Canada,Financial,Banks - Diversified,Canada,186453.13,14.68,132.21,0.0113,834943,Yes
4279,RYAAY,Ryanair Holdings Plc ADR,Industrials,Airlines,Ireland,34287.88,15.38,64.61,0.0159,1067721,Yes
4281,RYAN,Ryan Specialty Holdings Inc,Financial,Insurance - Specialty,USA,15114.02,2494.35,57.37,-0.0069,1260603,Yes
4285,RYN,Rayonier Inc,Real Estate,REIT - Specialty,USA,3713.73,10.24,23.84,-0.0021,1172225,Yes
4286,RYTM,Rhythm Pharmaceuticals Inc,Healthcare,Biotechnology,USA,5911.88,,90.01,0.0163,639226,Yes
4291,S,SentinelOne Inc,Technology,Software - Infrastructure,USA,5755.32,,17.31,0.0052,5973397,Yes
4299,SAH,"Sonic Automotive, Inc",Consumer Cyclical,Auto & Truck Dealerships,USA,2540.77,16.56,74.4,0.0255,257886,Yes
4300,SAIA,Saia Inc,Industrials,Trucking,USA,7850.18,27.22,294.72,-0.0146,508986,Yes
4301,SAIC,Science Applications International Corp,Technology,Information Technology Services,USA,5396.94,16.12,115.14,-0.0003,372125,Yes
4302,SAIL,Sailpoint Inc,Technology,Software - Infrastructure,USA,11265.36,,20.24,0.0379,1220317,Yes
4303,SAM,"Boston Beer Co., Inc",Consumer Defensive,Beverages - Brewers,USA,2377.85,30.75,218.38,0.0035,242924,Yes
4305,SAN,Banco Santander S.A. ADR,Financial,Banks - Diversified,Spain,131895.12,9.82,8.87,0.0195,3573286,Yes
4307,SAND,Sandstorm Gold Ltd,Basic Materials,Gold,Canada,2919.87,102.79,9.96,0.0091,7250382,Yes
4308,SANM,Sanmina Corp,Technology,Electronic Components,USA,6261.46,25.16,117.51,0.0039,607395,Yes
4309,SAP,Sap SE ADR,Technology,Software - Application,Germany,339806.99,48.28,291.78,0.0231,1135726,Yes
4312,SARO,StandardAero Inc,Industrials,Aerospace & Defense,USA,9401.72,133.41,28.11,-0.0039,1062739,Yes
4315,SATS,EchoStar Corp,Communication Services,Telecom Services,USA,7765.47,,26.99,0.0097,2669604,Yes
4318,SBAC,SBA Communications Corp,Real Estate,REIT - Specialty,USA,23614.68,27.02,219.77,0.0028,987914,Yes
4320,SBCF,Seacoast Banking Corp. Of Florida,Financial,Banks - Regional,USA,2368.9,16.92,27.55,-0.0175,1182140,Yes
4321,SBET,SharpLink Gaming Inc,Consumer Cyclical,Gambling,USA,2212.94,,22.14,0.0944,34577274,Yes
4326,SBLK,Star Bulk Carriers Corp,Industrials,Marine Shipping,Greece,2242.99,9.69,19.15,-0.0083,936043,Yes
4327,SBRA,Sabra Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,4414.57,24.21,18.41,0.0127,2986079,Yes
4328,SBS,Companhia de Saneamento Basico do Estado de Sao Paulo. ADR,Utilities,Utilities - Regulated Water,Brazil,13677.04,7.46,20.01,0.0251,1142329,Yes
4330,SBSW,Sibanye Stillwater Limited ADR,Basic Materials,Other Precious Metals & Mining,South Africa,6191.85,,8.75,-0.0234,5196727,Yes
4331,SBUX,Starbucks Corp,Consumer Cyclical,Restaurants,USA,101154.92,38.49,88.99,-0.0134,7869144,Yes
4333,SCCO,Southern Copper Corporation,Basic Materials,Copper,USA,76442.74,21.14,95.07,0.0057,904315,Yes
4351,SCHW,Charles Schwab Corp,Financial,Capital Markets,USA,175719.2,26.04,96.71,0.0028,5712222,Yes
4355,SCI,Service Corp. International,Consumer Cyclical,Personal Services,USA,11098.6,21.48,79.14,0.0047,832966,Yes
4379,SE,Sea Ltd ADR,Consumer Cyclical,Internet Retail,Singapore,80629.13,103.76,147.54,-0.0258,6095038,Yes
4384,SEE,Sealed Air Corp,Consumer Cyclical,Packaging & Containers,USA,4305.72,14.35,29.28,-0.0227,1782470,Yes
4388,SEI,Solaris Energy Infrastructure Inc,Energy,Oil & Gas Equipment & Services,USA,2139,53.54,31.65,0.0303,1478089,Yes
4389,SEIC,SEI Investments Co,Financial,Asset Management,USA,10903.73,16.56,88.2,0.0044,577852,Yes
4400,SEZL,Sezzle Inc,Financial,Credit Services,USA,4740.3,48.13,142.41,-0.0627,1782156,Yes
4401,SF,Stifel Financial Corp,Financial,Capital Markets,USA,11487.92,21.62,111.83,-0.0033,895260,Yes
4402,SFBS,ServisFirst Bancshares Inc,Financial,Banks - Regional,USA,4237.89,16.99,77.6,-0.0089,180017,Yes
4403,SFD,"Smithfield Foods, Inc",Consumer Defensive,Packaged Foods,USA,9965.41,,25.35,0.006,523136,Yes
4406,SFM,Sprouts Farmers Market Inc,Consumer Defensive,Grocery Stores,USA,14732.22,31.06,150.75,0.0101,1591686,Yes
4407,SFNC,Simmons First National Corp,Financial,Banks - Regional,USA,2730.16,14.87,18.87,-0.0089,1097265,Yes
4416,SGHC,Super Group (SGHC) Limited,Consumer Cyclical,Gambling,United Kingdom,5410.44,39.08,10.79,0.0009,1657284,Yes
4418,SGI,Somnigroup International Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,15360.19,47.26,73.64,-0.0127,4163671,Yes
4424,SGRY,Surgery Partners Inc,Healthcare,Medical Care Facilities,USA,2872.06,,22.41,0.0122,1143963,Yes
4427,SHAK,Shake Shack Inc,Consumer Cyclical,Restaurants,USA,4822.41,243.31,112.97,-0.0098,964690,Yes
4429,SHC,Sotera Health Co,Healthcare,Diagnostics & Research,USA,3139.44,127.71,11.06,-0.0116,923367,Yes
4432,SHEL,Shell Plc ADR,Energy,Oil & Gas Integrated,United Kingdom,211377.12,16.71,72.24,-0.0022,4584369,Yes
4434,SHG,Shinhan Financial Group Co. Ltd. ADR,Financial,Banks - Regional,South Korea,23626,7.86,49.74,0.0178,89132,Yes
4441,SHOP,Shopify Inc,Technology,Software - Application,Canada,200964.15,124.92,154.9,0.2197,38572096,Yes
4444,SHW,Sherwin-Williams Co,Basic Materials,Specialty Chemicals,USA,87448.68,34.83,350.73,-0.0039,2134153,Yes
4451,SIG,Signet Jewelers Ltd,Consumer Cyclical,Luxury Goods,Bermuda,3091.61,81.55,75.13,-0.0112,691510,Yes
4453,SIGI,Selective Insurance Group Inc,Financial,Insurance - Property & Casualty,USA,4809,12.94,79.03,0.0131,515079,Yes
4459,SIMO,Silicon Motion Technology Corp ADR,Technology,Semiconductors,Hong Kong,2602.53,32.32,76.59,0.0245,268033,Yes
4461,SIRI,Sirius XM Holdings Inc,Communication Services,Entertainment,USA,7061.45,,20.97,-0.0354,5905135,Yes
4463,SITE,SiteOne Landscape Supply Inc,Industrials,Industrial Distribution,USA,6073.11,49.51,136.13,-0.0182,617569,Yes
4464,SITM,SiTime Corp,Technology,Semiconductors,USA,5366.87,,210.7,0.0656,884382,Yes
4469,SJM,J.M. Smucker Co,Consumer Defensive,Packaged Foods,USA,11631.72,,109.03,-0.0052,1067168,Yes
4476,SKM,SK Telecom Co Ltd ADR,Communication Services,Telecom Services,South Korea,8556.63,9.6,22.33,-0.0119,246964,Yes
4478,SKT,Tanger Inc,Real Estate,REIT - Retail,USA,3680.41,36.89,32.52,0.0071,1077058,Yes
4480,SKX,"Skechers U S A, Inc",Consumer Cyclical,Footwear & Accessories,USA,9436.97,15.18,63.08,0.0005,2172652,Yes
4481,SKY,Champion Homes Inc,Consumer Cyclical,Residential Construction,USA,3961.09,18.38,69.15,0.0449,976664,Yes
4486,SKYW,Skywest Inc,Industrials,Airlines,USA,4536.09,11.44,112.34,0.0287,274734,Yes
4488,SLAB,Silicon Laboratories Inc,Technology,Semiconductors,USA,4031.09,,123.76,-0.0237,499733,Yes
4489,SLB,Schlumberger Ltd,Energy,Oil & Gas Equipment & Services,USA,49318.51,11.26,32.86,-0.0191,11467922,Yes
4491,SLDE,Slide Insurance Holdings Inc,Financial,Insurance - Property & Casualty,USA,2311.28,1.7,18.5,0.0093,371953,Yes
4493,SLF,"Sun Life Financial, Inc",Financial,Insurance - Diversified,Canada,34930.41,15.69,61.78,0.0175,694757,Yes
4494,SLG,SL Green Realty Corp,Real Estate,REIT - Office,USA,4214.17,,55.43,-0.0007,773160,Yes
4495,SLGN,Silgan Holdings Inc,Consumer Cyclical,Packaging & Containers,USA,4963.41,16.47,46.39,-0.0013,1056240,Yes
4497,SLM,SLM Corp,Financial,Credit Services,USA,6638.05,16.08,31.84,0.0013,1259593,Yes
4499,SLNO,Soleno Therapeutics Inc,Healthcare,Biotechnology,USA,4282.52,,81.19,-0.0054,1015793,Yes
4512,SM,SM Energy Co,Energy,Oil & Gas E&P,USA,3081.92,3.79,26.81,-0.0219,2184396,Yes
4518,SMCI,Super Micro Computer Inc,Technology,Computer Hardware,USA,27925.1,28.23,46.79,-0.1829,115217930,Yes
4523,SMFG,Sumitomo Mitsui Financial Group Inc ADR,Financial,Banks - Diversified,Japan,99361.88,12.62,15.46,0.0178,1379198,Yes
4524,SMG,Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,USA,3491.76,79.27,60.5,-0.0142,555128,Yes
4534,SMMT,Summit Therapeutics Inc,Healthcare,Biotechnology,USA,21180.95,,28.52,-0.0209,2239649,Yes
4539,SMPL,Simply Good Foods Co,Consumer Defensive,Packaged Foods,USA,2995.14,20.83,29.79,-0.0077,824367,Yes
4540,SMR,NuScale Power Corporation,Industrials,Specialty Industrial Machinery,USA,13062.16,,45.93,0.0177,11221151,Yes
4544,SMTC,Semtech Corp,Technology,Semiconductors,USA,4415.82,,50.97,-0.0016,1176927,Yes
4548,SN,SharkNinja Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,16022.06,36.15,114.16,-0.0112,1792316,Yes
4549,SNA,"Snap-on, Inc",Industrials,Tools & Accessories,USA,16858.68,17.23,323.19,0.0035,235505,Yes
4550,SNAP,Snap Inc,Communication Services,Internet Content & Information,USA,13001.76,,7.78,-0.1715,185515342,Yes
4555,SNDK,Sandisk Corp,Technology,Computer Hardware,USA,6117.13,,42.1,0.0041,1553817,Yes
4557,SNDR,Schneider National Inc,Industrials,Trucking,USA,4353.53,34.88,24.84,0.0032,662738,Yes
4559,SNEX,StoneX Group Inc,Financial,Capital Markets,USA,4008.22,13.97,81.94,-0.1549,1824055,Yes
4560,SNN,Smith & Nephew plc ADR,Healthcare,Medical Devices,United Kingdom,15532.31,31.64,35.5,0.0006,1348087,Yes
4562,SNOW,Snowflake Inc,Technology,Software - Application,USA,70248.36,,210.54,0.0232,3236562,Yes
4565,SNPS,"Synopsys, Inc",Technology,Software - Infrastructure,USA,115815.12,45.07,625.88,-0.0042,1016525,Yes
4567,SNV,Synovus Financial Corp,Financial,Banks - Regional,USA,6627.3,9.17,47.75,-0.0042,2134401,Yes
4568,SNX,TD Synnex Corp,Technology,Electronics & Computer Distribution,USA,11721.05,16.61,142.13,0.0054,571154,Yes
4569,SNY,Sanofi ADR,Healthcare,Drug Manufacturers - General,France,112384.57,11.53,46.18,-0.0347,3487401,Yes
4570,SO,Southern Company,Utilities,Utilities - Regulated Electric,USA,104152.48,24.45,94.68,0.0031,3656368,Yes
4571,SOBO,South Bow Corp,Energy,Oil & Gas Midstream,Canada,5613.61,27.7,26.96,0.0094,764413,Yes
4572,SOC,Sable Offshore Corp,Energy,Oil & Gas Drilling,USA,2955.05,,30.12,-0.0099,1154650,Yes
4574,SOFI,SoFi Technologies Inc,Financial,Credit Services,USA,25438.37,43.5,21.46,-0.0037,36720518,Yes
4580,SOLV,Solventum Corp,Healthcare,Medical Instruments & Supplies,USA,12555.55,33.44,72.57,0.0019,879346,Yes
4582,SON,Sonoco Products Co,Consumer Cyclical,Packaging & Containers,USA,4475.88,,45.38,0.0116,706976,Yes
4585,SONY,Sony Group Corporation ADR,Technology,Consumer Electronics,Japan,150143,20.17,24.92,0.0159,5571805,Yes
4587,SOUN,SoundHound AI Inc,Technology,Software - Application,USA,4338.73,,10.8,-0.0331,26406816,Yes
4608,SPG,"Simon Property Group, Inc",Real Estate,REIT - Retail,USA,63182.14,25.03,167.53,-0.0105,1844783,Yes
4609,SPGI,S&P Global Inc,Financial,Financial Data & Stock Exchanges,USA,171749.57,43.24,562.56,-0.0008,1346914,Yes
4629,SPNT,SiriusPoint Ltd,Financial,Insurance - Reinsurance,Bermuda,2164.72,21.14,18.54,0.0071,711884,Yes
4631,SPOT,Spotify Technology S.A,Communication Services,Internet Content & Information,Luxembourg,135173.9,160.26,666.81,0.0306,2208167,Yes
4632,SPR,Spirit Aerosystems Holdings Inc,Industrials,Aerospace & Defense,USA,4645.83,,39.6,0.0079,476774,Yes
4638,SPSC,SPS Commerce Inc,Technology,Software - Application,USA,4185.13,50.7,110.4,0.011,471189,Yes
4650,SPXC,SPX Technologies Inc,Industrials,Building Products & Equipment,USA,9516.68,45.49,203.53,-0.0009,361425,Yes
4666,SQM,Sociedad Quimica Y Minera de Chile S.A. ADR,Basic Materials,Specialty Chemicals,Chile,5180.08,17.25,36.27,0.0039,778370,Yes
4669,SR,Spire Inc,Utilities,Utilities - Regulated Gas,USA,4416.23,16.18,74.83,-0.0047,633208,Yes
4670,SRAD,Sportradar Group AG,Technology,Software - Application,Switzerland,8843.46,73.64,28.44,0.0216,2946108,Yes
4673,SRE,Sempra,Utilities,Utilities - Diversified,USA,52923.62,17.86,81.15,-0.0148,4807423,Yes
4680,SRRK,Scholar Rock Holding Corp,Healthcare,Biotechnology,USA,3286.54,,34.62,-0.064,5334632,Yes
4685,SSB,SouthState Corporation,Financial,Banks - Regional,USA,9419.52,13.84,93.07,-0.0112,643810,Yes
4686,SSD,"Simpson Manufacturing Co., Inc",Basic Materials,Lumber & Wood Production,USA,7612.68,23.19,182,-0.0027,350045,Yes
4688,SSL,Sasol Ltd ADR,Basic Materials,Specialty Chemicals,South Africa,3137.35,,4.98,0.002,840364,Yes
4689,SSNC,SS&C Technologies Holdings Inc,Technology,Software - Application,USA,21044.49,27.14,86.17,0.0027,1254577,Yes
4692,SSRM,SSR Mining Inc,Basic Materials,Gold,USA,3090.37,19.89,15.24,0.1732,11010461,Yes
4698,ST,Sensata Technologies Holding Plc,Technology,Scientific & Technical Instruments,USA,4278.88,38.84,29.38,-0.0154,1584320,Yes
4700,STAG,STAG Industrial Inc,Real Estate,REIT - Industrial,USA,6614.61,27.46,34.7,-0.0131,1554281,Yes
4704,STE,Steris Plc,Healthcare,Medical Devices,Ireland,21760.64,35.32,221.21,-0.0119,725977,Yes
4706,STEP,StepStone Group Inc,Financial,Asset Management,USA,6889.82,,58.36,-0.0012,515489,Yes
4713,STLA,Stellantis N.V,Consumer Cyclical,Auto Manufacturers,Netherlands,25743.33,,8.96,0.0159,12456027,Yes
4714,STLD,Steel Dynamics Inc,Basic Materials,Steel,USA,18145.52,17.82,122.23,-0.0105,969650,Yes
4715,STM,ST Microelectronics,Technology,Semiconductors,Netherlands,21987.86,36.17,24.81,-0.0052,5854149,Yes
4716,STN,Stantec Inc,Industrials,Engineering & Construction,Canada,12601.31,45.44,110.47,-0.0075,138930,Yes
4717,STNE,StoneCo Ltd,Technology,Software - Infrastructure,Cayman Islands,3641.38,,13.41,0.0444,6570128,Yes
4718,STNG,Scorpio Tankers Inc,Energy,Oil & Gas Midstream,Monaco,2428.89,3.65,47.61,-0.0284,1025877,Yes
4721,STR,Sitio Royalties Corp,Energy,Oil & Gas E&P,USA,2805.57,35.7,18.6,0.0181,2519926,Yes
4723,STRL,Sterling Infrastructure Inc,Industrials,Engineering & Construction,USA,9106.05,32.55,299.42,0.0096,570341,Yes
4727,STT,State Street Corp,Financial,Asset Management,USA,31422.1,12.41,110.76,0.0064,1262409,Yes
4729,STVN,Stevanato Group Spa,Healthcare,Medical Instruments & Supplies,Italy,6563.21,44.92,24.05,0.0416,297370,Yes
4730,STWD,Starwood Property Trust Inc,Real Estate,REIT - Mortgage,USA,7196.72,20.4,19.4,-0.0097,3037832,Yes
4731,STX,Seagate Technology Holdings Plc,Technology,Computer Hardware,USA,31320.96,21.74,147.27,-0.0295,3776636,Yes
4734,STZ,Constellation Brands Inc,Consumer Defensive,Beverages - Brewers,USA,29821.33,,169.16,-0.0087,1306315,Yes
4735,SU,"Suncor Energy, Inc",Energy,Oil & Gas Integrated,Canada,48157.96,12.08,39.23,-0.0005,4710259,Yes
4736,SUI,"Sun Communities, Inc",Real Estate,REIT - Residential,USA,15681.98,12.25,125.3,-0.0121,1232852,Yes
4737,SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,USA,8077.05,25.95,52.88,-0.0116,418339,Yes
4740,SUPN,Supernus Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,2376.2,37.09,42.44,0.1308,3814761,Yes
4746,SUZ,Suzano S.A. ADR,Basic Materials,Paper & Paper Products,Brazil,11606.24,,9.37,0.0152,2951764,Yes
4755,SW,Smurfit WestRock plc,Consumer Cyclical,Packaging & Containers,Ireland,22183.76,64.12,42.63,-0.0349,4820131,Yes
4759,SWK,Stanley Black & Decker Inc,Industrials,Tools & Accessories,USA,10567.67,21.65,68.27,-0.0157,1251787,Yes
4760,SWKS,"Skyworks Solutions, Inc",Technology,Semiconductors,USA,10136.72,26.9,67.52,-0.0016,5432395,Yes
4761,SWX,Southwest Gas Holdings Inc,Utilities,Utilities - Regulated Gas,USA,5625.01,29.13,78.22,-0.0168,574683,Yes
4763,SXI,Standex International Corp,Industrials,Specialty Industrial Machinery,USA,2336.29,41.7,193.59,-0.0013,130514,Yes
4764,SXT,Sensient Technologies Corp,Basic Materials,Specialty Chemicals,USA,4883.21,36.24,115.01,0.0063,283451,Yes
4766,SYBT,Stock Yards Bancorp Inc,Financial,Banks - Regional,USA,2173.63,16.95,73.76,-0.005,61246,Yes
4767,SYF,Synchrony Financial,Financial,Credit Services,USA,25839.4,8.44,69.45,-0.0077,3603648,Yes
4768,SYK,Stryker Corp,Healthcare,Medical Devices,USA,143342.31,49.61,374.94,-0.0155,1478027,Yes
4770,SYM,Symbotic Inc,Industrials,Specialty Industrial Machinery,USA,37086.63,,62.9,-0.0049,3019053,Yes
4771,SYNA,Synaptics Inc,Technology,Semiconductors,USA,2316.59,14.56,60.1,-0.0245,482793,Yes
4774,SYY,Sysco Corp,Consumer Defensive,Food Distribution,USA,39492.72,21.81,81.47,0.028,5291067,Yes
4776,T,"AT&T, Inc",Communication Services,Telecom Services,USA,196564.11,15.67,27.49,-0.0101,39247208,Yes
4777,TAC,Transalta Corp,Utilities,Utilities - Independent Power Producers,Canada,3607.19,,12.17,0.0083,1071860,Yes
4781,TAK,Takeda Pharmaceutical Co ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Japan,44579.2,48.26,14.27,0.0049,5457681,Yes
4782,TAL,TAL Education Group ADR,Consumer Defensive,Education & Training Services,China,5152.41,65.8,11.18,0.0045,4911604,Yes
4786,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,10574.44,9.89,50.21,0.0201,3744848,Yes
4791,TBBB,BBB Foods Inc,Consumer Defensive,Discount Stores,Mexico,2793.43,99.67,24.34,-0.015,713664,Yes
4792,TBBK,Bancorp Inc,Financial,Banks - Regional,USA,2931.51,13.49,62.76,-0.0322,580161,Yes
4803,TCBI,"Texas Capital Bancshares, Inc",Financial,Banks - Regional,USA,3686.49,32.04,80.57,-0.0095,318797,Yes
4807,TCOM,Trip.com Group Ltd ADR,Consumer Cyclical,Travel Services,Singapore,40437.41,18.09,61.9,0.0119,1512900,Yes
4810,TD,Toronto Dominion Bank,Financial,Banks - Diversified,Canada,128644.85,10.74,73.44,0.0063,2630743,Yes
4811,TDC,Teradata Corp,Technology,Software - Infrastructure,USA,2087.91,19.29,21.84,0.0796,2584621,Yes
4812,TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,USA,78702.45,46.52,1401.22,-0.0111,884861,Yes
4815,TDS,"Telephone And Data Systems, Inc",Communication Services,Telecom Services,USA,4047.1,,37.75,0.0303,1028046,Yes
4820,TDW,Tidewater Inc,Energy,Oil & Gas Equipment & Services,USA,3051.7,15.99,61.66,-0.0242,1445001,Yes
4821,TDY,Teledyne Technologies Inc,Technology,Scientific & Technical Instruments,USA,25739.91,30.24,548.96,-0.0058,246415,Yes
4824,TEAM,Atlassian Corporation,Technology,Software - Application,USA,48833.42,,185.5,0.0003,2991429,Yes
4826,TECH,Bio-Techne Corp,Healthcare,Biotechnology,USA,7817.99,109.92,49.87,-0.0873,6682413,Yes
4827,TECK,Teck Resources Ltd,Basic Materials,Other Industrial Metals & Mining,Canada,15830.58,120.64,32.38,-0.0064,2638464,Yes
4831,TEF,Telefonica S.A ADR,Communication Services,Telecom Services,Spain,30388.39,,5.39,0.0247,615278,Yes
4833,TEL,TE Connectivity plc,Technology,Electronic Components,Ireland,59111.08,41.3,200.05,-0.0073,1798446,Yes
4835,TEM,Tempus AI Inc,Healthcare,Health Information Services,USA,9613.14,,55.53,-0.0383,5578416,Yes
